Id,Weekly_Sales
3_19_2012-12-21,2006.5747000000008
3_19_2012-12-28,1673.2624999999998
3_19_2013-01-04,3133.4348999999997
3_19_2013-01-11,2980.524100000001
3_19_2013-01-18,2006.5747000000008
3_19_2013-01-25,3042.6198000000004
3_19_2013-02-01,3021.910700000001
3_19_2013-02-08,2830.4633000000017
3_19_2013-02-15,2826.4484000000025
3_19_2013-02-22,2949.9532000000013
3_19_2013-03-01,2881.3564000000015
3_19_2013-03-08,2873.583300000001
3_19_2013-03-15,2828.7414000000017
3_19_2013-03-22,2866.454500000001
3_19_2013-03-29,2859.3145000000013
3_19_2013-04-05,2859.3145000000013
3_19_2013-04-12,3158.5096000000003
3_19_2013-04-19,2178.1349000000014
3_19_2013-04-26,2805.7739000000015
3_19_2013-05-03,2879.9558000000015
3_19_2013-05-10,4436.018799999994
3_19_2013-05-17,2826.4484000000025
3_19_2013-05-24,2987.2536000000027
3_19_2013-05-31,2830.0182000000023
3_19_2013-06-07,2826.4484000000025
3_19_2013-06-14,2873.583300000001
3_19_2013-06-21,1971.7185000000009
3_19_2013-06-28,2622.136700000003
3_19_2013-07-05,2566.7467000000033
3_19_2013-07-12,3321.1348999999987
3_19_2013-07-19,2561.075200000003
3_19_2013-07-26,2537.650700000003
3_20_2012-11-02,1715.1566000000007
3_20_2012-11-09,1714.2421000000004
3_20_2012-11-16,1655.3692
3_20_2012-11-23,1273.1814000000004
3_20_2012-11-30,1640.4732000000004
3_20_2012-12-07,1623.726
3_20_2012-12-14,1552.4176999999988
3_20_2012-12-21,1577.4348000000005
3_20_2012-12-28,1314.1047000000005
3_20_2013-01-04,2344.896800000003
3_20_2013-01-11,1490.341699999999
3_20_2013-01-18,1702.3426000000004
3_20_2013-01-25,1556.1366000000003
3_20_2013-02-01,1601.1891
3_20_2013-02-08,1337.1500000000003
3_20_2013-02-15,1556.5696000000016
3_20_2013-02-22,1944.933899999999
3_20_2013-03-01,1898.7478999999987
3_20_2013-03-08,1919.2131999999983
3_20_2013-03-15,1914.519599999999
3_20_2013-03-22,1758.1499000000006
3_20_2013-03-29,1901.2702999999988
3_20_2013-04-05,1901.2702999999988
3_20_2013-04-12,2559.075299999998
3_20_2013-04-19,1783.6012000000012
3_20_2013-04-26,1874.2044999999996
3_20_2013-05-03,1834.9658999999997
3_20_2013-05-10,1835.8908999999996
3_20_2013-05-17,1582.1437000000017
3_20_2013-05-24,1799.0387
3_20_2013-05-31,1753.2836000000002
3_20_2013-06-07,1713.8193000000006
3_20_2013-06-14,1804.4084
3_20_2013-06-21,1668.9917000000007
3_20_2013-06-28,1589.5264000000016
3_20_2013-07-05,1579.4374000000016
3_20_2013-07-12,1945.348899999999
3_20_2013-07-19,1770.9130000000011
3_20_2013-07-26,1592.8654000000017
3_21_2012-11-02,1224.9195000000007
3_21_2012-11-09,1215.1144000000006
3_21_2012-11-16,1229.0128000000007
3_21_2012-11-23,1170.8592000000008
3_21_2012-11-30,1263.277000000001
3_21_2012-12-07,1255.6945000000007
3_21_2012-12-14,1246.8675000000007
3_21_2012-12-21,1304.3958000000007
3_21_2012-12-28,1182.2374000000011
3_21_2013-01-04,1293.278300000001
3_21_2013-01-11,1298.964900000001
3_21_2013-01-18,1257.4825000000008
3_21_2013-01-25,1323.1373000000012
3_21_2013-02-01,1315.605900000001
3_21_2013-02-08,1205.041300000001
3_21_2013-02-15,1215.968800000001
3_21_2013-02-22,1280.6495000000014
3_21_2013-03-01,1304.8880000000008
3_21_2013-03-08,1302.9141000000009
3_21_2013-03-15,1231.8056000000004
3_21_2013-03-22,1318.6998000000012
3_21_2013-03-29,1251.808200000001
3_21_2013-04-05,1974.7958
3_21_2013-04-12,1259.0016000000012
3_21_2013-04-19,1253.0450000000008
3_21_2013-04-26,1280.6495000000014
3_21_2013-05-03,1779.7285000000004
3_21_2013-05-10,1283.5218000000013
3_21_2013-05-17,1242.5999000000008
3_21_2013-05-24,1301.3810000000005
3_21_2013-05-31,1127.0102999999995
3_21_2013-06-07,1161.9977
3_21_2013-06-14,1104.0227999999993
3_21_2013-06-21,1253.6686000000009
3_21_2013-06-28,1250.3078000000007
3_21_2013-07-05,1240.6883000000007
3_21_2013-07-12,1104.0227999999993
3_21_2013-07-19,1253.6686000000009
3_21_2013-07-26,1250.800300000001
3_22_2012-11-02,3666.4120999999973
3_22_2012-11-09,3655.5150999999973
3_22_2012-11-16,3631.444799999996
3_22_2012-11-23,4237.2173999999995
3_22_2012-11-30,3641.0879999999966
3_22_2012-12-07,3641.7314999999962
3_22_2012-12-14,4259.287399999996
3_22_2012-12-21,4483.274199999996
3_22_2012-12-28,4302.0993999999955
3_22_2013-01-04,4296.567999999996
3_22_2013-01-11,4291.315199999996
3_22_2013-01-18,4329.006599999996
3_22_2013-01-25,4288.815099999996
3_22_2013-02-01,4309.893199999996
3_22_2013-02-08,4334.109699999996
3_22_2013-02-15,4286.872399999995
3_22_2013-02-22,4476.409399999997
3_22_2013-03-01,4317.856199999996
3_22_2013-03-08,4322.119499999995
3_22_2013-03-15,3946.9990000000003
3_22_2013-03-22,3954.890299999999
3_22_2013-03-29,3638.9696999999987
3_22_2013-04-05,3677.3823999999986
3_22_2013-04-12,3901.0999000000006
3_22_2013-04-19,3954.890299999999
3_22_2013-04-26,3792.2331
3_22_2013-05-03,3863.3929
3_22_2013-05-10,3717.682299999999
3_22_2013-05-17,3849.2834
3_22_2013-05-24,3961.3936000000003
3_22_2013-05-31,3949.6150000000007
3_22_2013-06-07,3984.530300000001
3_22_2013-06-14,3899.3553
3_22_2013-06-21,3888.4965
3_22_2013-06-28,3873.4491000000003
3_22_2013-07-05,3873.4491000000003
3_22_2013-07-12,3950.5470000000005
3_22_2013-07-19,3872.324399999999
3_22_2013-07-26,3877.6413000000002
3_23_2012-11-02,10997.157700000014
3_23_2012-11-09,11179.772100000011
3_23_2012-11-16,10982.567000000017
3_23_2012-11-23,9507.8662
3_23_2012-11-30,10911.536100000016
3_23_2012-12-07,10898.677700000015
3_23_2012-12-14,11074.084600000013
3_23_2012-12-21,10914.485300000017
3_23_2012-12-28,9476.236800000002
3_23_2013-01-04,10969.752100000016
3_23_2013-01-11,11482.795800000013
3_23_2013-01-18,10921.384600000018
3_23_2013-01-25,10972.900200000018
3_23_2013-02-01,10943.94830000002
3_23_2013-02-08,9908.360499999995
3_23_2013-02-15,10913.926000000014
3_23_2013-02-22,10891.873400000019
3_23_2013-03-01,10782.666700000018
3_23_2013-03-08,10545.897200000016
3_23_2013-03-15,11122.091300000015
3_23_2013-03-22,10166.422300000013
3_23_2013-03-29,10381.452400000015
3_23_2013-04-05,16228.549199999978
3_23_2013-04-12,11482.59190000001
3_23_2013-04-19,10891.873400000019
3_23_2013-04-26,10353.091300000011
3_23_2013-05-03,12436.82520000001
3_23_2013-05-10,10065.78730000001
3_23_2013-05-17,9816.5127
3_23_2013-05-24,9984.984900000001
3_23_2013-05-31,9522.436499999996
3_23_2013-06-07,9468.151699999993
3_23_2013-06-14,10896.348099999997
3_23_2013-06-21,10347.329600000005
3_23_2013-06-28,9837.412899999992
3_23_2013-07-05,9947.008599999992
3_23_2013-07-12,10896.348099999997
3_23_2013-07-19,10347.329600000005
3_23_2013-07-26,10549.483199999993
3_24_2012-11-02,3538.3158000000058
3_24_2012-11-09,2482.3771000000006
3_24_2012-11-16,2945.9162000000015
3_24_2012-11-23,3524.5929000000046
3_24_2012-11-30,3318.6333000000054
3_24_2012-12-07,3236.834700000005
3_24_2012-12-14,2550.371400000001
3_24_2012-12-21,3033.6929000000036
3_24_2012-12-28,3243.543100000002
3_24_2013-01-04,2797.4533000000024
3_24_2013-01-11,3074.177600000003
3_24_2013-01-18,3654.714300000001
3_24_2013-01-25,2403.4710000000014
3_24_2013-02-01,2381.8558000000016
3_24_2013-02-08,2738.5648000000006
3_24_2013-02-15,2945.925900000002
3_24_2013-02-22,2641.3248000000017
3_24_2013-03-01,2766.551600000002
3_24_2013-03-08,2879.307700000002
3_24_2013-03-15,3117.1929000000046
3_24_2013-03-22,4330.269399999998
3_24_2013-03-29,3700.9362000000024
3_24_2013-04-05,3829.1415000000025
3_24_2013-04-12,2810.6671000000015
3_24_2013-04-19,3545.375000000002
3_24_2013-04-26,3711.871500000002
3_24_2013-05-03,3716.6039000000014
3_24_2013-05-10,3658.055700000001
3_24_2013-05-17,2521.3115000000016
3_24_2013-05-24,3683.9322
3_24_2013-05-31,3690.3729000000008
3_24_2013-06-07,3679.1360000000004
3_24_2013-06-14,3537.941900000007
3_24_2013-06-21,3865.2568
3_24_2013-06-28,3877.4163999999996
3_24_2013-07-05,4597.461599999998
3_24_2013-07-12,2876.6925000000024
3_24_2013-07-19,3778.5485000000026
3_24_2013-07-26,4408.660699999998
3_25_2012-11-02,4795.732699999999
3_25_2012-11-09,3902.8918000000017
3_25_2012-11-16,4145.270300000004
3_25_2012-11-23,4101.641000000001
3_25_2012-11-30,3534.5185000000038
3_25_2012-12-07,3751.3316000000023
3_25_2012-12-14,4458.682
3_25_2012-12-21,4828.448400000005
3_25_2012-12-28,4849.604399999999
3_25_2013-01-04,4446.2114999999985
3_25_2013-01-11,6310.216100000011
3_25_2013-01-18,4637.907100000006
3_25_2013-01-25,4422.3064
3_25_2013-02-01,4358.643500000001
3_25_2013-02-08,4903.390700000001
3_25_2013-02-15,4190.138300000004
3_25_2013-02-22,4310.451900000001
3_25_2013-03-01,4279.017500000001
3_25_2013-03-08,4270.367500000001
3_25_2013-03-15,4324.1734000000015
3_25_2013-03-22,5402.971600000005
3_25_2013-03-29,4197.859300000003
3_25_2013-04-05,4170.253200000004
3_25_2013-04-12,3679.424400000003
3_25_2013-04-19,4528.889600000007
3_25_2013-04-26,4227.189400000004
3_25_2013-05-03,4294.483700000005
3_25_2013-05-10,4309.264800000005
3_25_2013-05-17,4271.627800000004
3_25_2013-05-24,4355.713200000005
3_25_2013-05-31,4409.377200000005
3_25_2013-06-07,4430.538000000006
3_25_2013-06-14,4497.723199999999
3_25_2013-06-21,5006.788000000007
3_25_2013-06-28,4576.908400000006
3_25_2013-07-05,4682.450300000007
3_25_2013-07-12,4703.026500000006
3_25_2013-07-19,4355.713200000005
3_25_2013-07-26,4802.347200000007
3_26_2012-11-02,2498.5687999999996
3_26_2012-11-09,2532.4911999999995
3_26_2012-11-16,2497.961599999999
3_26_2012-11-23,3139.2669000000046
3_26_2012-11-30,2568.0428
3_26_2012-12-07,2551.2492
3_26_2012-12-14,3412.574700000001
3_26_2012-12-21,2516.4851
3_26_2012-12-28,3143.0373000000045
3_26_2013-01-04,5952.074900000003
3_26_2013-01-11,2604.0914000000002
3_26_2013-01-18,2268.605999999999
3_26_2013-01-25,2636.8917000000006
3_26_2013-02-01,5211.942700000003
3_26_2013-02-08,3126.9304000000043
3_26_2013-02-15,2940.0976
3_26_2013-02-22,2545.1733
3_26_2013-03-01,2943.492100000001
3_26_2013-03-08,3018.9960999999994
3_26_2013-03-15,2943.492100000001
3_26_2013-03-22,2310.084899999999
3_26_2013-03-29,3470.4155000000005
3_26_2013-04-05,3363.953900000001
3_26_2013-04-12,2943.492100000001
3_26_2013-04-19,2310.084899999999
3_26_2013-04-26,3062.2765000000004
3_26_2013-05-03,2973.3671000000004
3_26_2013-05-10,2935.2192000000005
3_26_2013-05-17,2616.0192999999986
3_26_2013-05-24,2627.6543
3_26_2013-05-31,2712.3171999999986
3_26_2013-06-07,2651.4420999999984
3_26_2013-06-14,3081.8106999999995
3_26_2013-06-21,2556.4817000000003
3_26_2013-06-28,2365.579599999999
3_26_2013-07-05,2251.2878999999984
3_26_2013-07-12,2182.0482999999986
3_26_2013-07-19,2242.537399999999
3_26_2013-07-26,2240.073899999999
3_27_2012-11-02,612.2151999999994
3_27_2012-11-09,612.2151999999994
3_27_2012-11-16,593.5104999999999
3_27_2012-11-23,823.9081999999995
3_27_2012-11-30,639.3825999999995
3_27_2012-12-07,639.9904999999994
3_27_2012-12-14,808.6691999999999
3_27_2012-12-21,1047.7151999999996
3_27_2012-12-28,781.1338
3_27_2013-01-04,809.9155000000002
3_27_2013-01-11,806.9237
3_27_2013-01-18,1047.7151999999996
3_27_2013-01-25,817.5006000000001
3_27_2013-02-01,809.3556
3_27_2013-02-08,767.4893999999999
3_27_2013-02-15,927.8315999999996
3_27_2013-02-22,813.1701
3_27_2013-03-01,812.5438
3_27_2013-03-08,808.6691999999999
3_27_2013-03-15,829.5086
3_27_2013-03-22,807.1558
3_27_2013-03-29,802.4202
3_27_2013-04-05,802.4202
3_27_2013-04-12,815.1517000000001
3_27_2013-04-19,979.3726999999998
3_27_2013-04-26,812.6279999999999
3_27_2013-05-03,809.1238000000001
3_27_2013-05-10,799.5973000000002
3_27_2013-05-17,943.5717999999996
3_27_2013-05-24,835.0156999999999
3_27_2013-05-31,835.4559999999999
3_27_2013-06-07,834.2760999999998
3_27_2013-06-14,821.6219999999998
3_27_2013-06-21,862.1081999999997
3_27_2013-06-28,885.4720999999995
3_27_2013-07-05,899.3593999999996
3_27_2013-07-12,823.3059
3_27_2013-07-19,965.6000999999998
3_27_2013-07-26,946.8677999999996
3_28_2012-11-02,350.3967
3_28_2012-11-09,299.6506999999999
3_28_2012-11-16,331.8873
3_28_2012-11-23,333.18989999999997
3_28_2012-11-30,349.0705
3_28_2012-12-07,343.9271
3_28_2012-12-14,291.5166
3_28_2012-12-21,326.4666
3_28_2012-12-28,305.3326
3_28_2013-01-04,459.9665000000001
3_28_2013-01-11,283.63019999999995
3_28_2013-01-18,359.16049999999996
3_28_2013-01-25,326.46160000000003
3_28_2013-02-01,478.05229999999995
3_28_2013-02-08,307.45250000000004
3_28_2013-02-15,258.8941
3_28_2013-02-22,262.23759999999993
3_28_2013-03-01,262.8015
3_28_2013-03-08,253.97709999999992
3_28_2013-03-15,245.79989999999995
3_28_2013-03-22,296.7331
3_28_2013-03-29,248.48119999999992
3_28_2013-04-05,246.56689999999992
3_28_2013-04-12,245.79989999999995
3_28_2013-04-19,296.7331
3_28_2013-04-26,241.49829999999994
3_28_2013-05-03,244.46939999999995
3_28_2013-05-10,260.35599999999994
3_28_2013-05-17,279.7189999999999
3_28_2013-05-24,242.92609999999996
3_28_2013-05-31,242.03140000000002
3_28_2013-06-07,240.05290000000002
3_28_2013-06-14,250.0733
3_28_2013-06-21,245.08350000000007
3_28_2013-06-28,244.90110000000004
3_28_2013-07-05,244.81810000000002
3_28_2013-07-12,242.50089999999992
3_28_2013-07-19,300.77199999999993
3_28_2013-07-26,252.75539999999998
3_29_2012-11-02,1514.4157999999998
3_29_2012-11-09,1350.367799999999
3_29_2012-11-16,1597.8196999999993
3_29_2012-11-23,1618.9006999999992
3_29_2012-11-30,1557.2286
3_29_2012-12-07,1568.2471999999998
3_29_2012-12-14,1474.0048999999997
3_29_2012-12-21,1773.7703999999994
3_29_2012-12-28,1659.196499999999
3_29_2013-01-04,1632.4064999999996
3_29_2013-01-11,1461.9118999999994
3_29_2013-01-18,1709.0367999999994
3_29_2013-01-25,1724.0349999999992
3_29_2013-02-01,1714.3489999999993
3_29_2013-02-08,1699.2727999999995
3_29_2013-02-15,1555.6716999999999
3_29_2013-02-22,1736.7158000000002
3_29_2013-03-01,1731.5557000000001
3_29_2013-03-08,1720.8667
3_29_2013-03-15,1496.7167
3_29_2013-03-22,1723.5606000000002
3_29_2013-03-29,1743.7053
3_29_2013-04-05,2411.1963000000005
3_29_2013-04-12,1488.1502999999998
3_29_2013-04-19,1747.8367999999994
3_29_2013-04-26,1857.6763999999994
3_29_2013-05-03,4424.866699999995
3_29_2013-05-10,1843.7494999999994
3_29_2013-05-17,1482.8099999999997
3_29_2013-05-24,1549.0399000000004
3_29_2013-05-31,1523.9556000000005
3_29_2013-06-07,1525.7075000000007
3_29_2013-06-14,1669.0649000000005
3_29_2013-06-21,1789.4057000000007
3_29_2013-06-28,1724.3167
3_29_2013-07-05,1668.2335000000003
3_29_2013-07-12,1771.0986999999993
3_29_2013-07-19,1819.8431000000005
3_29_2013-07-26,1640.5536000000004
3_30_2012-11-02,1260.4281999999994
3_30_2012-11-09,1256.957999999999
3_30_2012-11-16,1146.1239999999984
3_30_2012-11-23,1295.2823999999987
3_30_2012-11-30,1207.580199999999
3_30_2012-12-07,1172.5069999999987
3_30_2012-12-14,1238.6749999999986
3_30_2012-12-21,1243.5259999999987
3_30_2012-12-28,1230.8453999999983
3_30_2013-01-04,1125.0839999999985
3_30_2013-01-11,1214.603400000001
3_30_2013-01-18,1307.7863999999981
3_30_2013-01-25,1164.7797999999982
3_30_2013-02-01,1179.653399999998
3_30_2013-02-08,1276.5191999999984
3_30_2013-02-15,1201.003199999999
3_30_2013-02-22,1231.8897999999988
3_30_2013-03-01,1259.503999999999
3_30_2013-03-08,1264.887599999999
3_30_2013-03-15,1282.2076000000002
3_30_2013-03-22,1256.7015999999996
3_30_2013-03-29,1357.2195999999997
3_30_2013-04-05,1383.2429999999995
3_30_2013-04-12,1354.1105999999993
3_30_2013-04-19,1231.8897999999988
3_30_2013-04-26,1303.0407999999995
3_30_2013-05-03,1253.7563999999995
3_30_2013-05-10,1240.2763999999995
3_30_2013-05-17,1191.071599999999
3_30_2013-05-24,1095.7007999999994
3_30_2013-05-31,1137.4455999999998
3_30_2013-06-07,1124.2463999999995
3_30_2013-06-14,1228.1601999999996
3_30_2013-06-21,1156.8485999999994
3_30_2013-06-28,1101.7805999999996
3_30_2013-07-05,1093.5233999999998
3_30_2013-07-12,1101.5303999999996
3_30_2013-07-19,1184.7503999999992
3_30_2013-07-26,1095.7007999999994
3_31_2012-11-02,3631.955699999996
3_31_2012-11-09,1118.8552000000004
3_31_2012-11-16,1140.101599999999
3_31_2012-11-23,934.7544000000005
3_31_2012-11-30,1010.2533999999998
3_31_2012-12-07,1028.6077999999998
3_31_2012-12-14,967.3728
3_31_2012-12-21,1092.8313000000003
3_31_2012-12-28,1034.3248999999998
3_31_2013-01-04,1135.6783999999993
3_31_2013-01-11,967.3728
3_31_2013-01-18,1092.8313000000003
3_31_2013-01-25,1134.8763999999992
3_31_2013-02-01,1147.5595999999991
3_31_2013-02-08,1063.1030999999994
3_31_2013-02-15,1019.1394999999997
3_31_2013-02-22,1073.7477000000006
3_31_2013-03-01,1043.8696999999995
3_31_2013-03-08,1035.3426999999997
3_31_2013-03-15,1077.9145999999994
3_31_2013-03-22,962.3862000000004
3_31_2013-03-29,998.4323999999998
3_31_2013-04-05,981.3126000000001
3_31_2013-04-12,964.7162000000001
3_31_2013-04-19,953.5554000000002
3_31_2013-04-26,951.8390000000003
3_31_2013-05-03,945.5027000000002
3_31_2013-05-10,948.5709000000003
3_31_2013-05-17,1006.5783
3_31_2013-05-24,1013.4590000000005
3_31_2013-05-31,947.0342000000004
3_31_2013-06-07,937.2285000000004
3_31_2013-06-14,860.1002000000001
3_31_2013-06-21,720.266
3_31_2013-06-28,838.7962
3_31_2013-07-05,829.4665999999999
3_31_2013-07-12,849.3936
3_31_2013-07-19,720.266
3_31_2013-07-26,835.4980999999998
3_32_2012-11-02,5429.583800000007
3_32_2012-11-09,5172.225
3_32_2012-11-16,5530.636300000007
3_32_2012-11-23,5538.368400000004
3_32_2012-11-30,5518.175300000008
3_32_2012-12-07,5522.044100000008
3_32_2012-12-14,5453.460700000008
3_32_2012-12-21,5413.903900000008
3_32_2012-12-28,5495.017700000005
3_32_2013-01-04,5482.259500000007
3_32_2013-01-11,5440.614500000009
3_32_2013-01-18,5593.499900000007
3_32_2013-01-25,5434.520700000007
3_32_2013-02-01,5392.253200000007
3_32_2013-02-08,5451.674500000002
3_32_2013-02-15,5539.5379000000075
3_32_2013-02-22,5430.670600000008
3_32_2013-03-01,5412.983200000008
3_32_2013-03-08,5410.610400000009
3_32_2013-03-15,5471.316900000008
3_32_2013-03-22,5520.350500000009
3_32_2013-03-29,5467.489000000009
3_32_2013-04-05,5524.705000000007
3_32_2013-04-12,5455.856700000008
3_32_2013-04-19,5542.334200000007
3_32_2013-04-26,5586.007100000006
3_32_2013-05-03,5563.007000000007
3_32_2013-05-10,4511.8838
3_32_2013-05-17,5520.350500000009
3_32_2013-05-24,5521.532100000007
3_32_2013-05-31,5483.430900000007
3_32_2013-06-07,5580.072300000007
3_32_2013-06-14,5413.903900000008
3_32_2013-06-21,6175.503000000004
3_32_2013-06-28,5618.675200000007
3_32_2013-07-05,5862.434000000005
3_32_2013-07-12,5455.856700000008
3_32_2013-07-19,5521.532100000007
3_32_2013-07-26,7208.806200000005
3_33_2012-11-02,5673.538900000005
3_33_2012-11-09,4280.115899999998
3_33_2012-11-16,2887.4964999999984
3_33_2012-11-23,2607.3810999999973
3_33_2012-11-30,2248.955200000001
3_33_2012-12-07,2237.799400000001
3_33_2012-12-14,3333.6228999999958
3_33_2012-12-21,3773.3956999999996
3_33_2012-12-28,2915.514099999999
3_33_2013-01-04,2992.265
3_33_2013-01-11,3333.6228999999958
3_33_2013-01-18,3773.3956999999996
3_33_2013-01-25,3230.295899999997
3_33_2013-02-01,3265.3010999999965
3_33_2013-02-08,2569.038399999998
3_33_2013-02-15,3284.5595999999987
3_33_2013-02-22,3351.837799999996
3_33_2013-03-01,3328.426399999998
3_33_2013-03-08,3341.1994999999965
3_33_2013-03-15,3090.8772999999983
3_33_2013-03-22,3138.4132999999974
3_33_2013-03-29,3086.851799999997
3_33_2013-04-05,3099.5659999999975
3_33_2013-04-12,3076.231999999999
3_33_2013-04-19,3771.6061999999993
3_33_2013-04-26,2997.815499999999
3_33_2013-05-03,2989.132699999998
3_33_2013-05-10,2459.977299999998
3_33_2013-05-17,3284.5595999999987
3_33_2013-05-24,3117.287599999998
3_33_2013-05-31,3171.817999999998
3_33_2013-06-07,3259.488799999998
3_33_2013-06-14,3247.429699999997
3_33_2013-06-21,3865.733599999997
3_33_2013-06-28,3541.8750999999984
3_33_2013-07-05,3537.3222999999984
3_33_2013-07-12,2612.358600000002
3_33_2013-07-19,3705.0020999999997
3_33_2013-07-26,3748.0919999999996
3_34_2012-11-02,5588.895199999998
3_34_2012-11-09,5590.665899999997
3_34_2012-11-16,5476.618599999995
3_34_2012-11-23,5284.629499999997
3_34_2012-11-30,5506.628999999997
3_34_2012-12-07,5475.298799999998
3_34_2012-12-14,5758.317799999993
3_34_2012-12-21,5483.266299999997
3_34_2012-12-28,5186.842599999996
3_34_2013-01-04,5952.6021999999975
3_34_2013-01-11,5191.906599999997
3_34_2013-01-18,5627.977699999998
3_34_2013-01-25,5476.838899999997
3_34_2013-02-01,6716.834000000012
3_34_2013-02-08,4876.940199999995
3_34_2013-02-15,5161.224999999995
3_34_2013-02-22,4413.8679
3_34_2013-03-01,4313.7755
3_34_2013-03-08,4401.6276
3_34_2013-03-15,5661.161699999997
3_34_2013-03-22,5484.808799999998
3_34_2013-03-29,5471.4861999999985
3_34_2013-04-05,5561.1250999999975
3_34_2013-04-12,6458.7066
3_34_2013-04-19,5485.323499999998
3_34_2013-04-26,5808.428899999994
3_34_2013-05-03,5705.643799999994
3_34_2013-05-10,5701.4891999999945
3_34_2013-05-17,5204.541999999995
3_34_2013-05-24,5561.982499999995
3_34_2013-05-31,5530.489099999994
3_34_2013-06-07,5496.405999999994
3_34_2013-06-14,5620.211599999994
3_34_2013-06-21,5420.160899999997
3_34_2013-06-28,5240.771199999995
3_34_2013-07-05,5156.290399999994
3_34_2013-07-12,4427.8706
3_34_2013-07-19,5363.027699999995
3_34_2013-07-26,5233.156999999995
3_35_2012-11-02,2241.021099999999
3_35_2012-11-09,2228.8352999999993
3_35_2012-11-16,2210.8496999999993
3_35_2012-11-23,2468.4420999999993
3_35_2012-11-30,2251.1835999999994
3_35_2012-12-07,2277.235399999999
3_35_2012-12-14,2342.8044999999997
3_35_2012-12-21,2344.544999999999
3_35_2012-12-28,2493.3574999999996
3_35_2013-01-04,2308.9277999999995
3_35_2013-01-11,2320.1828999999993
3_35_2013-01-18,2246.8753999999994
3_35_2013-01-25,2337.458199999999
3_35_2013-02-01,2343.003399999999
3_35_2013-02-08,2495.3518999999997
3_35_2013-02-15,2244.480699999999
3_35_2013-02-22,2345.2323999999994
3_35_2013-03-01,2362.430999999999
3_35_2013-03-08,2363.5992999999994
3_35_2013-03-15,2307.0290999999993
3_35_2013-03-22,2362.7909999999993
3_35_2013-03-29,2366.9398999999994
3_35_2013-04-05,2234.8981999999996
3_35_2013-04-12,2349.2377999999994
3_35_2013-04-19,2272.2081999999996
3_35_2013-04-26,2345.2323999999994
3_35_2013-05-03,3397.0707000000007
3_35_2013-05-10,2330.894599999999
3_35_2013-05-17,2352.5797
3_35_2013-05-24,2377.3166999999994
3_35_2013-05-31,2058.6494
3_35_2013-06-07,2158.2744999999995
3_35_2013-06-14,2069.6992999999998
3_35_2013-06-21,2310.8743999999992
3_35_2013-06-28,2382.8003999999996
3_35_2013-07-05,2348.0769999999993
3_35_2013-07-12,2069.6992999999998
3_35_2013-07-19,2310.8743999999992
3_35_2013-07-26,2354.3278999999993
3_36_2012-11-02,1732.3509999999997
3_36_2012-11-09,1757.4840999999997
3_36_2012-11-16,1816.6691999999994
3_36_2012-11-23,1940.919700000002
3_36_2012-11-30,1727.6009999999992
3_36_2012-12-07,1752.8352999999995
3_36_2012-12-14,1332.2605
3_36_2012-12-21,1297.7181999999991
3_36_2012-12-28,1321.558799999999
3_36_2013-01-04,1361.0450999999996
3_36_2013-01-11,1361.3655999999994
3_36_2013-01-18,1353.5781999999995
3_36_2013-02-01,1361.4856999999995
3_36_2013-02-08,1320.5572999999995
3_36_2013-02-15,1360.8974999999994
3_36_2013-02-22,1352.3040999999998
3_36_2013-03-01,1299.080799999999
3_36_2013-03-08,1294.9768999999992
3_36_2013-03-15,1285.7380999999991
3_36_2013-03-22,1895.2033
3_36_2013-03-29,1767.2892
3_36_2013-04-05,1794.9842999999998
3_36_2013-04-12,1800.5093
3_36_2013-04-19,1906.8733
3_36_2013-04-26,1767.2892
3_36_2013-05-03,1900.5393
3_36_2013-05-10,1945.3643
3_36_2013-05-17,1738.7953
3_36_2013-05-24,1741.5750999999996
3_36_2013-05-31,1945.9682999999998
3_36_2013-06-07,1910.2983
3_36_2013-06-14,1895.2033
3_36_2013-06-21,1822.1959999999997
3_36_2013-06-28,1904.5058999999999
3_36_2013-07-05,1900.9709
3_36_2013-07-12,1882.7209
3_36_2013-07-19,1962.0543
3_36_2013-07-26,1748.3328999999994
3_38_2012-11-02,35288.53270000001
3_38_2012-11-09,35288.53270000001
3_38_2012-11-16,34762.68179999999
3_38_2012-11-23,35210.675100000015
3_38_2012-11-30,35453.78290000001
3_38_2012-12-07,35450.26660000002
3_38_2012-12-14,35552.82240000002
3_38_2012-12-21,35516.93860000001
3_38_2012-12-28,35447.10150000002
3_38_2013-01-04,35618.136600000005
3_38_2013-01-11,35641.26510000001
3_38_2013-01-18,35356.65919999999
3_38_2013-01-25,35573.727
3_38_2013-02-01,35450.04950000001
3_38_2013-02-08,35319.20310000001
3_38_2013-02-15,33945.298999999985
3_38_2013-02-22,35572.16330000001
3_38_2013-03-01,35487.0356
3_38_2013-03-08,35486.8756
3_38_2013-03-15,35559.247200000005
3_38_2013-03-22,35370.22660000001
3_38_2013-03-29,35438.1995
3_38_2013-04-05,35469.983499999995
3_38_2013-04-12,33830.5003
3_38_2013-04-19,35091.20919999998
3_38_2013-04-26,35487.0356
3_38_2013-05-03,35183.116200000004
3_38_2013-05-10,33819.4997
3_38_2013-05-17,35296.0618
3_38_2013-05-24,35395.248400000004
3_38_2013-05-31,33733.98679999999
3_38_2013-06-07,34036.85649999999
3_38_2013-06-14,33968.52959999999
3_38_2013-06-21,35288.24819999999
3_38_2013-06-28,35461.6913
3_38_2013-07-05,34392.13289999999
3_38_2013-07-12,34607.269299999985
3_38_2013-07-19,35288.24819999999
